issn,product_title_sort,Title,Format,product_id,Imprint,Primary Language,Vols Qty,Scheduled Vol Nos,Single Issues per volume,Open Access,Comment,imprints,issn_type,.id,V1
0003-4347,Annals Telecommunications,Annals of Telecommunications,PE OF,12243,Springer,English,1,74,12,Hybrid (Open Choice),NA,Springer,ISSN print,2016,63
0003-4347,Annals Telecommunications,Annals of Telecommunications,PE OF,12243,Springer,English,1,74,12,Hybrid (Open Choice),NA,Springer,ISSN print,2017,62
0003-4347,Annals Telecommunications,Annals of Telecommunications,PE OF,12243,Springer,English,1,74,12,Hybrid (Open Choice),NA,Springer,ISSN print,2018,45
0003-4347,Annals Telecommunications,Annals of Telecommunications,PE OF,12243,Springer,English,1,74,12,Hybrid (Open Choice),NA,Springer,ISSN print,2015,36
0003-6072,Antonie van Leeuwenhoek,Antonie van Leeuwenhoek,PE OF S,10482,Springer,English,1,112,12,Hybrid (Open Choice),NA,Springer,ISSN print,2015,272
0003-6072,Antonie van Leeuwenhoek,Antonie van Leeuwenhoek,PE OF S,10482,Springer,English,1,112,12,Hybrid (Open Choice),NA,Springer,ISSN print,2017,184
0003-6072,Antonie van Leeuwenhoek,Antonie van Leeuwenhoek,PE OF S,10482,Springer,English,1,112,12,Hybrid (Open Choice),NA,Springer,ISSN print,2016,184
0003-6072,Antonie van Leeuwenhoek,Antonie van Leeuwenhoek,PE OF S,10482,Springer,English,1,112,12,Hybrid (Open Choice),NA,Springer,ISSN print,2018,161
0044-8435,Apidologie,Apidologie,PE OF,13592,Springer,English,1,50,6,Hybrid (Open Choice),NA,Springer,ISSN print,2015,80
0044-8435,Apidologie,Apidologie,PE OF,13592,Springer,English,1,50,6,Hybrid (Open Choice),NA,Springer,ISSN print,2017,74
0044-8435,Apidologie,Apidologie,PE OF,13592,Springer,English,1,50,6,Hybrid (Open Choice),NA,Springer,ISSN print,2016,63
0044-8435,Apidologie,Apidologie,PE OF,13592,Springer,English,1,50,6,Hybrid (Open Choice),NA,Springer,ISSN print,2018,38
1360-8185,Apoptosis,Apoptosis,PE OF,10495,Springer,English,1,24,12,Hybrid (Open Choice),NA,Springer,ISSN print,2015,134
1360-8185,Apoptosis,Apoptosis,PE OF,10495,Springer,English,1,24,12,Hybrid (Open Choice),NA,Springer,ISSN print,2016,125
1360-8185,Apoptosis,Apoptosis,PE OF,10495,Springer,English,1,24,12,Hybrid (Open Choice),NA,Springer,ISSN print,2017,96
1360-8185,Apoptosis,Apoptosis,PE OF,10495,Springer,English,1,24,12,Hybrid (Open Choice),NA,Springer,ISSN print,2018,46
0938-1279,Applicable Algebra Engineering Communication Computing,"Applicable Algebra in Engineering, Communication and Computing",PE OF,200,Springer,English,1,30,6,Hybrid (Open Choice),NA,Springer,ISSN print,2015,37
0938-1279,Applicable Algebra Engineering Communication Computing,"Applicable Algebra in Engineering, Communication and Computing",PE OF,200,Springer,English,1,30,6,Hybrid (Open Choice),NA,Springer,ISSN print,2017,35
0938-1279,Applicable Algebra Engineering Communication Computing,"Applicable Algebra in Engineering, Communication and Computing",PE OF,200,Springer,English,1,30,6,Hybrid (Open Choice),NA,Springer,ISSN print,2016,31
0938-1279,Applicable Algebra Engineering Communication Computing,"Applicable Algebra in Engineering, Communication and Computing",PE OF,200,Springer,English,1,30,6,Hybrid (Open Choice),NA,Springer,ISSN print,2018,23
0862-7940,Applications Mathematics,Applications of Mathematics,PE OF,10492,Springer,English,1,64,6,NA,NA,Springer,ISSN print,2015,37
0862-7940,Applications Mathematics,Applications of Mathematics,PE OF,10492,Springer,English,1,64,6,NA,NA,Springer,ISSN print,2016,35
0862-7940,Applications Mathematics,Applications of Mathematics,PE OF,10492,Springer,English,1,64,6,NA,NA,Springer,ISSN print,2017,1
0273-2289,Applied Biochemistry Biotechnology,Applied Biochemistry and Biotechnology,PE OF S,12010,Springer,English,3,187-189,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,506
0273-2289,Applied Biochemistry Biotechnology,Applied Biochemistry and Biotechnology,PE OF S,12010,Springer,English,3,187-189,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,410
0273-2289,Applied Biochemistry Biotechnology,Applied Biochemistry and Biotechnology,PE OF S,12010,Springer,English,3,187-189,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,303
0273-2289,Applied Biochemistry Biotechnology,Applied Biochemistry and Biotechnology,PE OF S,12010,Springer,English,3,187-189,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,207
0003-6838,Applied Biochemistry Microbiology,Applied Biochemistry and Microbiology,PE,10438,Pleiades Publishing,English,1,55,9,NA,Russian Library of Science.,other,ISSN print,2016,115
0003-6838,Applied Biochemistry Microbiology,Applied Biochemistry and Microbiology,PE,10438,Pleiades Publishing,English,1,55,9,NA,Russian Library of Science.,other,ISSN print,2017,113
0003-6838,Applied Biochemistry Microbiology,Applied Biochemistry and Microbiology,PE,10438,Pleiades Publishing,English,1,55,9,NA,Russian Library of Science.,other,ISSN print,2015,102
0003-6838,Applied Biochemistry Microbiology,Applied Biochemistry and Microbiology,PE,10438,Pleiades Publishing,English,1,55,9,NA,Russian Library of Science.,other,ISSN print,2018,73
2468-0834,Applied Biological Chemistry,Applied Biological Chemistry,PE,13765,Springer,English,1,62,6,Hybrid (Open Choice),NA,Springer,ISSN print,2016,117
2468-0834,Applied Biological Chemistry,Applied Biological Chemistry,PE,13765,Springer,English,1,62,6,Hybrid (Open Choice),NA,Springer,ISSN print,2017,89
2468-0834,Applied Biological Chemistry,Applied Biological Chemistry,PE,13765,Springer,English,1,62,6,Hybrid (Open Choice),NA,Springer,ISSN print,2018,62
2468-0834,Applied Biological Chemistry,Applied Biological Chemistry,PE,13765,Springer,English,1,62,6,Hybrid (Open Choice),NA,Springer,ISSN print,2015,2
0927-2852,Applied Categorical Structures,Applied Categorical Structures,PE OF,10485,Springer,English,1,27,6,Hybrid (Open Choice),NA,Springer,ISSN print,2016,55
0927-2852,Applied Categorical Structures,Applied Categorical Structures,PE OF,10485,Springer,English,1,27,6,Hybrid (Open Choice),NA,Springer,ISSN print,2015,37
0927-2852,Applied Categorical Structures,Applied Categorical Structures,PE OF,10485,Springer,English,1,27,6,Hybrid (Open Choice),NA,Springer,ISSN print,2018,33
0927-2852,Applied Categorical Structures,Applied Categorical Structures,PE OF,10485,Springer,English,1,27,6,Hybrid (Open Choice),NA,Springer,ISSN print,2017,33
0929-189X,Applied Composite Materials,Applied Composite Materials,PE OF,10443,Springer,English,1,26,6,Hybrid (Open Choice),NA,Springer,ISSN print,2016,104
0929-189X,Applied Composite Materials,Applied Composite Materials,PE OF,10443,Springer,English,1,26,6,Hybrid (Open Choice),NA,Springer,ISSN print,2017,94
0929-189X,Applied Composite Materials,Applied Composite Materials,PE OF,10443,Springer,English,1,26,6,Hybrid (Open Choice),NA,Springer,ISSN print,2018,63
0929-189X,Applied Composite Materials,Applied Composite Materials,PE OF,10443,Springer,English,1,26,6,Hybrid (Open Choice),NA,Springer,ISSN print,2015,37
0003-6862,Applied Entomology Zoology,Applied Entomology and Zoology,PE OF S,13355,Springer,English,1,54,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,83
0003-6862,Applied Entomology Zoology,Applied Entomology and Zoology,PE OF S,13355,Springer,English,1,54,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,70
0003-6862,Applied Entomology Zoology,Applied Entomology and Zoology,PE OF S,13355,Springer,English,1,54,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,68
0003-6862,Applied Entomology Zoology,Applied Entomology and Zoology,PE OF S,13355,Springer,English,1,54,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,51
1866-9298,Applied Geomatics,Applied Geomatics,PE OF,12518,Springer,English,1,11,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,40
1866-9298,Applied Geomatics,Applied Geomatics,PE OF,12518,Springer,English,1,11,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,21
1866-9298,Applied Geomatics,Applied Geomatics,PE OF,12518,Springer,English,1,11,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,15
1866-9298,Applied Geomatics,Applied Geomatics,PE OF,12518,Springer,English,1,11,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,14
1672-7975,Applied Geophysics,Applied Geophysics,PE OF,11770,"Chinese Geophysical Society, co-published with Springer",English,1,16,4,NA,"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2016,68
1672-7975,Applied Geophysics,Applied Geophysics,PE OF,11770,"Chinese Geophysical Society, co-published with Springer",English,1,16,4,NA,"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2015,60
1672-7975,Applied Geophysics,Applied Geophysics,PE OF,11770,"Chinese Geophysical Society, co-published with Springer",English,1,16,4,NA,"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2017,57
1672-7975,Applied Geophysics,Applied Geophysics,PE OF,11770,"Chinese Geophysical Society, co-published with Springer",English,1,16,4,NA,"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2018,34
1175-5652,Applied Health Economics Health Policy,Applied Health Economics and Health Policy,PE OF,40258,Adis,English,1,17,6,Hybrid (Open Choice),NA,other,ISSN print,2016,83
1175-5652,Applied Health Economics Health Policy,Applied Health Economics and Health Policy,PE OF,40258,Adis,English,1,17,6,Hybrid (Open Choice),NA,other,ISSN print,2015,67
1175-5652,Applied Health Economics Health Policy,Applied Health Economics and Health Policy,PE OF,40258,Adis,English,1,17,6,Hybrid (Open Choice),NA,other,ISSN print,2018,65
1175-5652,Applied Health Economics Health Policy,Applied Health Economics and Health Policy,PE OF,40258,Adis,English,1,17,6,Hybrid (Open Choice),NA,other,ISSN print,2017,62
0924-669X,Applied Intelligence,Applied Intelligence,PE OF,10489,Springer,English,1,49,12,Hybrid (Open Choice),NA,Springer,ISSN print,2017,239
0924-669X,Applied Intelligence,Applied Intelligence,PE OF,10489,Springer,English,1,49,12,Hybrid (Open Choice),NA,Springer,ISSN print,2018,181
0924-669X,Applied Intelligence,Applied Intelligence,PE OF,10489,Springer,English,1,49,12,Hybrid (Open Choice),NA,Springer,ISSN print,2016,138
0924-669X,Applied Intelligence,Applied Intelligence,PE OF,10489,Springer,English,1,49,12,Hybrid (Open Choice),NA,Springer,ISSN print,2015,112
0937-9347,Applied Magnetic Resonance,Applied Magnetic Resonance,PE OF,723,Springer,English,1,50,12,Hybrid (Open Choice),NA,Springer,ISSN print,2015,121
0937-9347,Applied Magnetic Resonance,Applied Magnetic Resonance,PE OF,723,Springer,English,1,50,12,Hybrid (Open Choice),NA,Springer,ISSN print,2017,113
0937-9347,Applied Magnetic Resonance,Applied Magnetic Resonance,PE OF,723,Springer,English,1,50,12,Hybrid (Open Choice),NA,Springer,ISSN print,2016,108
0937-9347,Applied Magnetic Resonance,Applied Magnetic Resonance,PE OF,723,Springer,English,1,50,12,Hybrid (Open Choice),NA,Springer,ISSN print,2018,88
0253-4827,Applied Mathematics Mechanics,Applied Mathematics and Mechanics,PE OF,10483,"Shanghai University, co-published with Springer",English,1,40,12,Hybrid (Open Choice),"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2016,135
0253-4827,Applied Mathematics Mechanics,Applied Mathematics and Mechanics,PE OF,10483,"Shanghai University, co-published with Springer",English,1,40,12,Hybrid (Open Choice),"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2015,122
0253-4827,Applied Mathematics Mechanics,Applied Mathematics and Mechanics,PE OF,10483,"Shanghai University, co-published with Springer",English,1,40,12,Hybrid (Open Choice),"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2017,115
0253-4827,Applied Mathematics Mechanics,Applied Mathematics and Mechanics,PE OF,10483,"Shanghai University, co-published with Springer",English,1,40,12,Hybrid (Open Choice),"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2018,87
0095-4616,Applied Mathematics Optimization,Applied Mathematics & Optimization,PE OF,245,Springer,English,2,79-80,3,Hybrid (Open Choice),NA,Springer,ISSN print,2017,72
0095-4616,Applied Mathematics Optimization,Applied Mathematics & Optimization,PE OF,245,Springer,English,2,79-80,3,Hybrid (Open Choice),NA,Springer,ISSN print,2016,72
0095-4616,Applied Mathematics Optimization,Applied Mathematics & Optimization,PE OF,245,Springer,English,2,79-80,3,Hybrid (Open Choice),NA,Springer,ISSN print,2018,56
0095-4616,Applied Mathematics Optimization,Applied Mathematics & Optimization,PE OF,245,Springer,English,2,79-80,3,Hybrid (Open Choice),NA,Springer,ISSN print,2015,42
1005-1031,Applied Mathematics-A Journal Chinese Universities,Applied Mathematics-A Journal of Chinese Universities,PE,11766,"Editorial Committee of Applied Mathematics - A Journal of Chinese Universities, co-published with Springer",English,1,34,4,NA,"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2016,38
1005-1031,Applied Mathematics-A Journal Chinese Universities,Applied Mathematics-A Journal of Chinese Universities,PE,11766,"Editorial Committee of Applied Mathematics - A Journal of Chinese Universities, co-published with Springer",English,1,34,4,NA,"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2015,37
1005-1031,Applied Mathematics-A Journal Chinese Universities,Applied Mathematics-A Journal of Chinese Universities,PE,11766,"Editorial Committee of Applied Mathematics - A Journal of Chinese Universities, co-published with Springer",English,1,34,4,NA,"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2017,34
1005-1031,Applied Mathematics-A Journal Chinese Universities,Applied Mathematics-A Journal of Chinese Universities,PE,11766,"Editorial Committee of Applied Mathematics - A Journal of Chinese Universities, co-published with Springer",English,1,34,4,NA,"Chinese Library of Science. Exclusive distribution rights for print version outside Mainland China, for electronic version worldwide.",other,ISSN print,2018,25
0175-7598,Applied Microbiology Biotechnology,Applied Microbiology and Biotechnology,PE OF S,253,Springer,English,1,103,24,Hybrid (Open Choice),NA,Springer,ISSN print,2015,914
0175-7598,Applied Microbiology Biotechnology,Applied Microbiology and Biotechnology,PE OF S,253,Springer,English,1,103,24,Hybrid (Open Choice),NA,Springer,ISSN print,2016,824
0175-7598,Applied Microbiology Biotechnology,Applied Microbiology and Biotechnology,PE OF S,253,Springer,English,1,103,24,Hybrid (Open Choice),NA,Springer,ISSN print,2018,668
0175-7598,Applied Microbiology Biotechnology,Applied Microbiology and Biotechnology,PE OF S,253,Springer,English,1,103,24,Hybrid (Open Choice),NA,Springer,ISSN print,2017,643
2190-5509,Applied Nanoscience,Applied Nanoscience,PE OF,13204,Springer,English,1,9,8,Hybrid (Open Choice),NA,Springer,ISSN print,2018,237
2190-5509,Applied Nanoscience,Applied Nanoscience,PE OF,13204,Springer,English,1,9,8,Hybrid (Open Choice),NA,Springer,ISSN print,2015,125
2190-5509,Applied Nanoscience,Applied Nanoscience,PE OF,13204,Springer,English,1,9,8,Hybrid (Open Choice),NA,Springer,ISSN print,2017,89
2190-5509,Applied Nanoscience,Applied Nanoscience,PE OF,13204,Springer,English,1,9,8,Hybrid (Open Choice),NA,Springer,ISSN print,2016,30
0947-8396,Applied Physics A,Applied Physics A,PE S C,339,Springer,English,1,125,12,Hybrid (Open Choice),NA,Springer,ISSN print,2016,1145
0947-8396,Applied Physics A,Applied Physics A,PE S C,339,Springer,English,1,125,12,Hybrid (Open Choice),NA,Springer,ISSN print,2017,772
0947-8396,Applied Physics A,Applied Physics A,PE S C,339,Springer,English,1,125,12,Hybrid (Open Choice),NA,Springer,ISSN print,2018,643
0947-8396,Applied Physics A,Applied Physics A,PE S C,339,Springer,English,1,125,12,Hybrid (Open Choice),NA,Springer,ISSN print,2015,594
0946-2171,Applied Physics B,Applied Physics B,PE S C,340,Springer,English,1,125,12,Hybrid (Open Choice),NA,Springer,ISSN print,2016,336
0946-2171,Applied Physics B,Applied Physics B,PE S C,340,Springer,English,1,125,12,Hybrid (Open Choice),NA,Springer,ISSN print,2017,272
0946-2171,Applied Physics B,Applied Physics B,PE S C,340,Springer,English,1,125,12,Hybrid (Open Choice),NA,Springer,ISSN print,2015,265
0946-2171,Applied Physics B,Applied Physics B,PE S C,340,Springer,English,1,125,12,Hybrid (Open Choice),NA,Springer,ISSN print,2018,186
1090-0586,Applied Psychophysiology Biofeedback,Applied Psychophysiology and Biofeedback,PE OF,10484,Springer,English,1,44,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,60
1090-0586,Applied Psychophysiology Biofeedback,Applied Psychophysiology and Biofeedback,PE OF,10484,Springer,English,1,44,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,40
1090-0586,Applied Psychophysiology Biofeedback,Applied Psychophysiology and Biofeedback,PE OF,10484,Springer,English,1,44,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,28
1090-0586,Applied Psychophysiology Biofeedback,Applied Psychophysiology and Biofeedback,PE OF,10484,Springer,English,1,44,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,18
1871-2584,Applied Research Quality Life,Applied Research in Quality of Life,PE OF,11482,Springer,English,1,14,5,Hybrid (Open Choice),NA,Springer,ISSN print,2018,80
1871-2584,Applied Research Quality Life,Applied Research in Quality of Life,PE OF,11482,Springer,English,1,14,5,Hybrid (Open Choice),NA,Springer,ISSN print,2017,77
1871-2584,Applied Research Quality Life,Applied Research in Quality of Life,PE OF,11482,Springer,English,1,14,5,Hybrid (Open Choice),NA,Springer,ISSN print,2015,65
1871-2584,Applied Research Quality Life,Applied Research in Quality of Life,PE OF,11482,Springer,English,1,14,5,Hybrid (Open Choice),NA,Springer,ISSN print,2016,56
0003-701X,Applied Solar Energy,Applied Solar Energy,PE,11949,Pleiades Publishing,English,1,55,6,NA,Russian Library of Science.,other,ISSN print,2015,62
0003-701X,Applied Solar Energy,Applied Solar Energy,PE,11949,Pleiades Publishing,English,1,55,6,NA,Russian Library of Science.,other,ISSN print,2016,59
0003-701X,Applied Solar Energy,Applied Solar Energy,PE,11949,Pleiades Publishing,English,1,55,6,NA,Russian Library of Science.,other,ISSN print,2017,52
0003-701X,Applied Solar Energy,Applied Solar Energy,PE,11949,Pleiades Publishing,English,1,55,6,NA,Russian Library of Science.,other,ISSN print,2018,37
0967-6120,Aquaculture International,Aquaculture International,PE OF,10499,Springer,English,1,27,6,Hybrid (Open Choice),NA,Springer,ISSN print,2016,136
0967-6120,Aquaculture International,Aquaculture International,PE OF,10499,Springer,English,1,27,6,Hybrid (Open Choice),NA,Springer,ISSN print,2017,121
0967-6120,Aquaculture International,Aquaculture International,PE OF,10499,Springer,English,1,27,6,Hybrid (Open Choice),NA,Springer,ISSN print,2015,95
0967-6120,Aquaculture International,Aquaculture International,PE OF,10499,Springer,English,1,27,6,Hybrid (Open Choice),NA,Springer,ISSN print,2018,72
1386-2588,Aquatic Ecology,Aquatic Ecology,PE OF,10452,Springer,English,1,53,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,64
1386-2588,Aquatic Ecology,Aquatic Ecology,PE OF,10452,Springer,English,1,53,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,48
1386-2588,Aquatic Ecology,Aquatic Ecology,PE OF,10452,Springer,English,1,53,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,35
1386-2588,Aquatic Ecology,Aquatic Ecology,PE OF,10452,Springer,English,1,53,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,14
1380-6165,Aquatic Geochemistry,Aquatic Geochemistry,PE,10498,Springer,English,1,25,6,Hybrid (Open Choice),NA,Springer,ISSN print,2015,32
1380-6165,Aquatic Geochemistry,Aquatic Geochemistry,PE,10498,Springer,English,1,25,6,Hybrid (Open Choice),NA,Springer,ISSN print,2016,25
1380-6165,Aquatic Geochemistry,Aquatic Geochemistry,PE,10498,Springer,English,1,25,6,Hybrid (Open Choice),NA,Springer,ISSN print,2018,18
1380-6165,Aquatic Geochemistry,Aquatic Geochemistry,PE,10498,Springer,English,1,25,6,Hybrid (Open Choice),NA,Springer,ISSN print,2017,17
1015-1621,Aquatic Sciences,Aquatic Sciences,PE S C,27,Springer,English,1,81,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,73
1015-1621,Aquatic Sciences,Aquatic Sciences,PE S C,27,Springer,English,1,81,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,52
1015-1621,Aquatic Sciences,Aquatic Sciences,PE S C,27,Springer,English,1,81,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,44
1015-1621,Aquatic Sciences,Aquatic Sciences,PE S C,27,Springer,English,1,81,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,34
1866-7511,Arabian Journal Geosciences,Arabian Journal of Geosciences,PE C,12517,Springer,English,1,12,24,Hybrid (Open Choice),NA,Springer,ISSN print,2016,691
1866-7511,Arabian Journal Geosciences,Arabian Journal of Geosciences,PE C,12517,Springer,English,1,12,24,Hybrid (Open Choice),NA,Springer,ISSN print,2018,565
1866-7511,Arabian Journal Geosciences,Arabian Journal of Geosciences,PE C,12517,Springer,English,1,12,24,Hybrid (Open Choice),NA,Springer,ISSN print,2017,549
1866-7511,Arabian Journal Geosciences,Arabian Journal of Geosciences,PE C,12517,Springer,English,1,12,24,Hybrid (Open Choice),NA,Springer,ISSN print,2015,340
2193-567X,Arabian Journal Science Engineering,Arabian Journal for Science and Engineering,PE OF S,13369,Springer,English,1,44,12,Hybrid (Open Choice),NA,Springer,ISSN print,2017,645
2193-567X,Arabian Journal Science Engineering,Arabian Journal for Science and Engineering,PE OF S,13369,Springer,English,1,44,12,Hybrid (Open Choice),NA,Springer,ISSN print,2018,530
2193-567X,Arabian Journal Science Engineering,Arabian Journal for Science and Engineering,PE OF S,13369,Springer,English,1,44,12,Hybrid (Open Choice),NA,Springer,ISSN print,2015,451
2193-567X,Arabian Journal Science Engineering,Arabian Journal for Science and Engineering,PE OF S,13369,Springer,English,1,44,12,Hybrid (Open Choice),NA,Springer,ISSN print,2016,368
1866-9557,Archaeological Anthropological Sciences,Archaeological and Anthropological Sciences,PE OF,12520,Springer,English,1,11,12,Hybrid (Open Choice),NA,Springer,ISSN print,2016,148
1866-9557,Archaeological Anthropological Sciences,Archaeological and Anthropological Sciences,PE OF,12520,Springer,English,1,11,12,Hybrid (Open Choice),NA,Springer,ISSN print,2017,130
1866-9557,Archaeological Anthropological Sciences,Archaeological and Anthropological Sciences,PE OF,12520,Springer,English,1,11,12,Hybrid (Open Choice),NA,Springer,ISSN print,2018,124
1866-9557,Archaeological Anthropological Sciences,Archaeological and Anthropological Sciences,PE OF,12520,Springer,English,1,11,12,Hybrid (Open Choice),NA,Springer,ISSN print,2015,83
1555-8622,Archaeologies,Archaeologies,PE OF S,11759,Springer,English,1,15,3,Hybrid (Open Choice),NA,Springer,ISSN print,2017,24
1555-8622,Archaeologies,Archaeologies,PE OF S,11759,Springer,English,1,15,3,Hybrid (Open Choice),NA,Springer,ISSN print,2018,21
1555-8622,Archaeologies,Archaeologies,PE OF S,11759,Springer,English,1,15,3,Hybrid (Open Choice),NA,Springer,ISSN print,2015,20
1555-8622,Archaeologies,Archaeologies,PE OF S,11759,Springer,English,1,15,3,Hybrid (Open Choice),NA,Springer,ISSN print,2016,19
0003-889X,Archiv Mathematik,Archiv der Mathematik,PE OF,13,Birkhäuser,English,2,112-113,6,Hybrid (Open Choice),NA,other,ISSN print,2016,152
0003-889X,Archiv Mathematik,Archiv der Mathematik,PE OF,13,Birkhäuser,English,2,112-113,6,Hybrid (Open Choice),NA,other,ISSN print,2015,134
0003-889X,Archiv Mathematik,Archiv der Mathematik,PE OF,13,Birkhäuser,English,2,112-113,6,Hybrid (Open Choice),NA,other,ISSN print,2017,123
0003-889X,Archiv Mathematik,Archiv der Mathematik,PE OF,13,Birkhäuser,English,2,112-113,6,Hybrid (Open Choice),NA,other,ISSN print,2018,113
1389-0166,Archival Science,Archival Science,PE OF,10502,Springer,English,1,19,4,Hybrid (Open Choice),NA,Springer,ISSN print,2015,25
1389-0166,Archival Science,Archival Science,PE OF,10502,Springer,English,1,19,4,Hybrid (Open Choice),NA,Springer,ISSN print,2018,13
1389-0166,Archival Science,Archival Science,PE OF,10502,Springer,English,1,19,4,Hybrid (Open Choice),NA,Springer,ISSN print,2017,11
1389-0166,Archival Science,Archival Science,PE OF,10502,Springer,English,1,19,4,Hybrid (Open Choice),NA,Springer,ISSN print,2016,9
0939-1533,Archive Applied Mechanics,Archive of Applied Mechanics,PE OF,419,Springer,English,1,89,12,Hybrid (Open Choice),NA,Springer,ISSN print,2018,129
0939-1533,Archive Applied Mechanics,Archive of Applied Mechanics,PE OF,419,Springer,English,1,89,12,Hybrid (Open Choice),NA,Springer,ISSN print,2015,128
0939-1533,Archive Applied Mechanics,Archive of Applied Mechanics,PE OF,419,Springer,English,1,89,12,Hybrid (Open Choice),NA,Springer,ISSN print,2016,118
0939-1533,Archive Applied Mechanics,Archive of Applied Mechanics,PE OF,419,Springer,English,1,89,12,Hybrid (Open Choice),NA,Springer,ISSN print,2017,116
0003-9519,Archive History Exact Sciences,Archive for History of Exact Sciences,PE OF,407,Springer,English,1,73,6,Hybrid (Open Choice),NA,Springer,ISSN print,2015,22
0003-9519,Archive History Exact Sciences,Archive for History of Exact Sciences,PE OF,407,Springer,English,1,73,6,Hybrid (Open Choice),NA,Springer,ISSN print,2018,16
0003-9519,Archive History Exact Sciences,Archive for History of Exact Sciences,PE OF,407,Springer,English,1,73,6,Hybrid (Open Choice),NA,Springer,ISSN print,2016,16
0003-9519,Archive History Exact Sciences,Archive for History of Exact Sciences,PE OF,407,Springer,English,1,73,6,Hybrid (Open Choice),NA,Springer,ISSN print,2017,12
0933-5846,Archive Mathematical Logic,Archive for Mathematical Logic,PE OF S,153,Springer,English,1,58,8,Hybrid (Open Choice),NA,Springer,ISSN print,2017,87
0933-5846,Archive Mathematical Logic,Archive for Mathematical Logic,PE OF S,153,Springer,English,1,58,8,Hybrid (Open Choice),NA,Springer,ISSN print,2015,53
0933-5846,Archive Mathematical Logic,Archive for Mathematical Logic,PE OF S,153,Springer,English,1,58,8,Hybrid (Open Choice),NA,Springer,ISSN print,2016,50
0933-5846,Archive Mathematical Logic,Archive for Mathematical Logic,PE OF S,153,Springer,English,1,58,8,Hybrid (Open Choice),NA,Springer,ISSN print,2018,38
0003-9527,Archive Rational Mechanics Analysis,Archive for Rational Mechanics and Analysis,PE OF S,205,Springer,English,4,231-234,3,Hybrid (Open Choice),NA,Springer,ISSN print,2017,136
0003-9527,Archive Rational Mechanics Analysis,Archive for Rational Mechanics and Analysis,PE OF S,205,Springer,English,4,231-234,3,Hybrid (Open Choice),NA,Springer,ISSN print,2016,117
0003-9527,Archive Rational Mechanics Analysis,Archive for Rational Mechanics and Analysis,PE OF S,205,Springer,English,4,231-234,3,Hybrid (Open Choice),NA,Springer,ISSN print,2015,117
0003-9527,Archive Rational Mechanics Analysis,Archive for Rational Mechanics and Analysis,PE OF S,205,Springer,English,4,231-234,3,Hybrid (Open Choice),NA,Springer,ISSN print,2018,97
1134-3060,Archives Computational Methods Engineering,Archives of Computational Methods in Engineering,PE OF,11831,Springer,English,1,26,5,Hybrid (Open Choice),NA,Springer,ISSN print,2018,45
1134-3060,Archives Computational Methods Engineering,Archives of Computational Methods in Engineering,PE OF,11831,Springer,English,1,26,5,Hybrid (Open Choice),NA,Springer,ISSN print,2017,43
